,interview__id,dcode,gtcode,gtname,clcode,clname,EA,EAname,hhmem,as1__101,as1__102,as1__103,as1__104,as1__105,as1__106,as1__107,as1__108,as1__109,as1__110,as1__111,as1__112,as1__113,as1__114,as1__115,as1__116,as1__117,as1__118,as1__119,as1__120,as1__121,as1__122,as1__123,as1__124,as1__125,as1__126,as1__127,as1__128,as1__129,as1__130,as1__131,as1__132,as2__1,as2__2,as2__3,as2__4,as2__5,as2__6,as2__7,as2__8,as2__9,as2_1,as2_2,as2_3,as2_4,as2_5,as2_6,as2_7,as2_8,as2_9,as2a,as2b,as3_1__1,as3_1__2,as3_1__3,as3,as3a,as3b,as3c,tot_wetland,as3d,as4,as4a,as4b,as4c,as4d,as5,as6a,as6b,a,area,weights
10,33be49a587f340f588bea7bf52323784,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,1,from dorjibi till pangri village,1.0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,7.629248658318435
11,7b3cef53327d46f38da781f9cd865682,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,1,from dorjibi till pangri village,4.0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,2.5,0.0,0.0,2.5,0.0,,2,,,2.0,7.629248658318435
12,84000915560843f8b398f94db13b7460,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,4.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,2.0,0.0,2.0,,2.0,0.0,3.0,0.0,0.0,3.0,0.0,,2,,,2.0,6.468399439102565
13,51d5b5dae9f44a58ad62265474f20433,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,6.0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0,0,0,0,0,0,,,2.0,,,,,,,2,,0,1,0,,,,,,0.0,0.1,0.1,,,1.0,,2,,,2.0,6.468399439102565
14,443e4fcbfbf34d18bf0ad0aa98f78573,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,10.0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,,,3.0,,,,,,,2,,0,1,0,,,,,,0.0,3.0,3.0,,,0.0,,2,,,2.0,6.468399439102565
15,56ea3041e49749aca2f5775bc3fc7779,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,11.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.14,0.14,,,0.0,,2,,,2.0,6.468399439102565
16,12c0ec879c984dfbb133fbe7361bd915,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,6.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,6.468399439102565
17,1c966881b6a045e1a7a04ca28edda8ba,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,4.0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,0.1,0.05,0.0,0.05,0.1,0.0,0.3,0.15,0.0,0.15,0.0,,2,,,2.0,6.468399439102565
18,e764820e30814eaba4075fa978645afd,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,5.0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,,,1.0,,,,,,,2,,0,1,0,,,,,,0.0,0.44,0.44,,,0.0,,2,,,2.0,6.468399439102565
19,d5be76f084d449caa781c1e0955d0898,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,25.0,25.0,,,0.0,,2,,,2.0,6.468399439102565
20,6a7e528045014c7385d68017a85c8838,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,4.0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,,,2.0,,,,,,,2,,0,1,0,,,,,,0.0,0.5,0.0,0.0,0.5,0.0,,2,,,2.0,6.468399439102565
21,533aa56b50ee48689f0fcc36548fbaff,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,5.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,6.468399439102565
22,af96d76e829f4833b983d53dd3df71f9,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,5.0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,6.468399439102565
23,18f7f584ac124aa69125e27714616e92,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,2,Starts from the Herbal tea garden in the north till the Kurje Lhakhang,7.0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,,,1.0,,,,,,,2,,0,1,0,,,,,,0.0,0.8,0.4,0.3,0.0,0.0,,2,,,2.0,6.468399439102565
24,d03d2c6a0ff7459f858e9d55be89244c,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",6.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,2.0,2.0,,,0.0,,2,,,2.0,8.349580017683467
25,dbf82c501de84c30b5f334d4c898e28b,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",8.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,8.349580017683467
26,0e9f2eb180d540f79961b09ab313af0c,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",4.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.07,,2,,,2.0,8.349580017683467
27,77fa5420c79941899fab136464948cbd,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",4.0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,,2,,,2.0,8.349580017683467
28,4cc31baded714f7395ca0ce1c65b319e,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",7.0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,8.349580017683467
29,7dabc4dedd1d453da4bfc35b215f7a0f,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",5.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,8.349580017683467
30,6472b2f86f1c4a6f9a973892511c5001,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",2.0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,1.0,1.0,,,1.0,0.0,0.5,0.0,0.0,0.5,0.0,,2,,,2.0,8.349580017683467
31,34fdaa9a92e54fcebc8b177bc552a657,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",6.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.72,0.0,0.0,0.72,0.0,,1,1690000.0,,2.0,8.349580017683467
32,a3122347b8c44e13853a2f615d4217f2,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",3.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.82,0.63,0.0,0.19,0.0,,2,,,2.0,8.349580017683467
33,83e9638c241843e08084c482761d47a2,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",8.0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,0.27,0.0,0.0,0.27,0.27,0.0,2.27,0.15,0.0,2.12,0.0,,1,1228500.0,,2.0,8.349580017683467
34,e6f8d0f36ee74d6eaac7fd8445612f2b,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",2.0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,3.49,1.87,0.0,1.62,0.0,,2,,,2.0,8.349580017683467
35,0a4665a924ae4abd8d9c339c908cb158,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,4,"Strat point at the household in Nangseyphel, first r the road connecting Potola",6.0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,0.6,0.0,0.6,,0.6,0.0,2.0,0.0,2.0,,0.0,,2,,,2.0,8.349580017683467
36,03c7f8a81c62420e80894f82fc2f7b1e,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,1.0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,1,3500.0,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,6.6092209072978285
37,ffb06ab6bbfc4b7687567b3d70edf078,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,2.0,2.0,,,2.0,0.0,2.5,2.5,,,0.0,,1,1000000.0,,2.0,6.6092209072978285
38,67a2fcd84120405f8e3edd92d815dc47,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,4.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,6.6092209072978285
39,73567656443e481da0fe1a31b6a28807,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,3.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.19,0.19,,,0.0,,1,950000.0,,2.0,6.6092209072978285
40,e9ecca313e0c4492bcb323bf1b2180c1,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,2.0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,0.35,0.35,,,0.35,0.0,4.64,0.0,0.0,4.64,0.0,,2,,,2.0,6.6092209072978285
41,788b367fcc5e4daeab31cb90b52809c3,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,5.0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.88,0.0,0.0,0.88,0.0,,1,455000.0,,2.0,6.6092209072978285
42,7dcc958917334d87a2507b71345a4a47,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,5.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,1,5000.0,0,1,0,,,,,,0.0,0.45,0.15,0.0,0.3,0.0,,2,,,2.0,6.6092209072978285
43,a1ed82dc2b324e2783ca83f058667132,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,4.0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,3.5,0.0,0.0,3.5,0.0,,2,,,2.0,6.6092209072978285
44,de1a44459cf6460888e7cfdb6e4ef0cd,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,4.0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0,0,0,0,0,,,4.0,,,,,,,2,,0,1,0,,,,,,0.0,1.0,0.3,0.0,0.0,0.0,,2,,,2.0,6.6092209072978285
45,e9b1f64333b246aba0b3bf7b8f84b7c5,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,4.0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.7,0.7,,,0.0,,2,,,2.0,6.6092209072978285
46,e97f652f464544a6a898cbfed72fa66a,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,5.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.47,0.0,0.0,0.47,0.0,,2,,,2.0,6.6092209072978285
47,0488fc6fd1c74177a4ff2f792d602c1f,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,5,Starts at Jakar Higher Secondary School campus and goes down,3.0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,0.5,0.5,,,0.5,0.0,1.0,0.3,0.0,0.7,0.0,,1,600000.0,,2.0,6.6092209072978285
48,0b776a17e5b844928c808fc9e82adde3,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,6,from lamai goenpa to lamaithang till jakar school campus.,2.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,0.5,0.5,,,0.0,,2,,,2.0,7.562932437932437
49,182bdfdcd441462ea3053259c75118ae,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,6,from lamai goenpa to lamaithang till jakar school campus.,4.0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,1,1,0,0.5,0.5,,,0.5,0.0,0.96,0.0,0.0,0.96,0.0,,2,,,2.0,7.562932437932437
50,4cc27cb9566841799c60d2ca4db2711b,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,6,from lamai goenpa to lamaithang till jakar school campus.,3.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,7.562932437932437
51,2a9636434a25462a8445445e83e225fa,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,6,from lamai goenpa to lamaithang till jakar school campus.,4.0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,1.0,1.0,,,0.0,,1,200000.0,,2.0,7.562932437932437
52,b95544bed6ee4c8cb2ec8f8d287cac37,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,6,from lamai goenpa to lamaithang till jakar school campus.,4.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,7.562932437932437
53,ef4ebd57c7ae4e4596ea09bcb63b27c1,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,6,from lamai goenpa to lamaithang till jakar school campus.,5.0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,0,0,,,,,,0.0,,,,,0.0,,2,,,2.0,7.562932437932437
54,3f77734af65b42639618835227a31c0b,1,1,Chhoekhor,1,Dawathang_Dorjibi_ Kashingtsawa,6,from lamai goenpa to lamaithang till jakar school campus.,3.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,0,0,0,0,,,,,,,,,,2,,0,1,0,,,,,,0.0,1.0,0.33,0.0,0.67,0.0,,2,,,2.0,7.562932437932437
